Switch#show mac address-table 
        Mac Address Table (Total 498)
------------------------------------------

Vlan    Mac Address       Type       Ports
700     70c7.f230.f539    DYNAMIC    gpon0/1:48-1
700     cc64.a645.948d    DYNAMIC    gpon0/4:27-1
700     e4dc.cc14.004a    DYNAMIC    gpon0/3:61-1
700     2c97.b1f0.29ad    DYNAMIC    gpon0/3:14-1
700     a8f5.a2be.7594    DYNAMIC    gpon0/9:50-1
700     a08c.f628.6893    DYNAMIC    gpon0/2:35-1
700     2841.c783.6297    DYNAMIC    gpon0/9:42-1
700     04b0.e708.829d    DYNAMIC    gpon0/5:62-1
700     a4be.2b90.d668    DYNAMIC    gpon0/1:91-1
700     e868.19aa.44d1    DYNAMIC    gpon0/4:8-1
700     20ab.4822.0ef9    DYNAMIC    gpon0/12:2-1
700     ac75.1d1e.6ede    DYNAMIC    gpon0/12:20-1
700     e466.ab7d.7ad0    DYNAMIC    gpon0/2:72-1
700     0c84.0814.bc3f    DYNAMIC    gpon0/8:46-1
700     a4be.2b42.cb09    DYNAMIC    gpon0/3:5-1
700     ac15.a28d.6847    DYNAMIC    gpon0/8:36-1
700     78dd.335b.5317    DYNAMIC    gpon0/5:73-1
700     1802.2dbe.9bd6    DYNAMIC    gpon0/2:2-1
700     a4be.2b93.e9df    DYNAMIC    gpon0/5:14-1
700     84a9.c496.caeb    DYNAMIC    gpon0/2:41-1
700     a4be.2b37.aa0e    DYNAMIC    gpon0/4:1-1
700     788c.b556.81d7    DYNAMIC    gpon0/2:44-1
700     44a3.c726.9eae    DYNAMIC    gpon0/6:57-1
700     18de.d7b7.f40a    DYNAMIC    gpon0/2:7-1
700     5c54.6df0.ecd1    DYNAMIC    gpon0/6:9-1
700     340a.9856.7595    DYNAMIC    gpon0/6:16-1
700     340a.9845.2a02    DYNAMIC    gpon0/3:43-1
700     0cc6.cc06.63c0    DYNAMIC    gpon0/12:5-1
700     30de.4b2a.ff3f    DYNAMIC    gpon0/3:50-1
700     dc2c.6e4f.7c96    DYNAMIC    g0/1
700     cc64.a681.ab21    DYNAMIC    gpon0/8:59-1
700     74e9.bfd6.3621    DYNAMIC    gpon0/1:74-1
700     1457.9f56.3c2c    DYNAMIC    gpon0/2:1-1
700     2028.3e7b.d33c    DYNAMIC    gpon0/8:28-1
700     4cd0.cba2.6c24    DYNAMIC    gpon0/8:21-1
700     2841.c797.6022    DYNAMIC    gpon0/9:55-1
700     3458.40e1.62f0    DYNAMIC    gpon0/1:34-1
700     c0ff.a89e.34cc    DYNAMIC    gpon0/2:75-1
700     c0ff.a89e.34e6    DYNAMIC    gpon0/1:56-1
1       a86e.84db.4f02    DYNAMIC    gpon0/2:65-1
1       a86e.84db.4f03    DYNAMIC    gpon0/2:65-1
1       a86e.84db.4f05    DYNAMIC    gpon0/2:65-1
700     1457.9f12.c224    DYNAMIC    gpon0/5:13-1
700     b4fb.f92e.bfb0    DYNAMIC    gpon0/6:63-1
700     dc99.1441.7763    DYNAMIC    gpon0/5:26-1
700     c81f.bc88.205c    DYNAMIC    gpon0/3:31-1
700     b4fb.f957.c14a    DYNAMIC    gpon0/8:19-1
700     10c1.7266.1740    DYNAMIC    gpon0/9:30-1
700     a8d4.e0bf.78a1    DYNAMIC    gpon0/2:60-1
700     7858.60a6.4dc7    DYNAMIC    gpon0/5:15-1
700     d06f.82db.dcfc    DYNAMIC    gpon0/4:7-1
700     a4be.2b40.c818    DYNAMIC    gpon0/3:26-1
700     3458.40a1.5d89    DYNAMIC    gpon0/1:1-1
700     70c7.f243.285a    DYNAMIC    gpon0/1:27-1
700     a008.6f55.561e    DYNAMIC    gpon0/5:54-1
700     18de.d7ac.35e9    DYNAMIC    gpon0/3:73-1
700     2416.6dcc.085a    DYNAMIC    gpon0/3:38-1
700     8cfd.1873.a709    DYNAMIC    gpon0/5:16-1
700     0c84.0813.5ff2    DYNAMIC    gpon0/5:74-1
700     3458.40a1.5d21    DYNAMIC    gpon0/9:38-1
700     80d4.a5f9.3826    DYNAMIC    gpon0/9:17-1
700     f063.f92b.3b18    DYNAMIC    gpon0/5:34-1
700     68cc.6e08.be4b    DYNAMIC    gpon0/1:43-1
700     b4fb.f94d.61af    DYNAMIC    gpon0/5:67-1
1       a86e.84db.5e03    DYNAMIC    gpon0/4:47-1
700     a8d4.e0be.ebea    DYNAMIC    gpon0/3:65-1
700     788c.b556.96ff    DYNAMIC    gpon0/1:72-1
700     6083.e715.e7d4    DYNAMIC    gpon0/6:59-1
700     a0a3.3b63.4b99    DYNAMIC    gpon0/5:7-1
700     2841.c796.a127    DYNAMIC    gpon0/3:33-1
700     44a3.c725.cb16    DYNAMIC    gpon0/12:43-1
700     cc64.a645.8a86    DYNAMIC    gpon0/6:60-1
700     c0ff.a89e.9d9c    DYNAMIC    gpon0/1:47-1
700     cc64.a68e.bae4    DYNAMIC    gpon0/9:8-1
700     505d.acb1.a9cd    DYNAMIC    gpon0/5:22-1
700     c81f.bea9.fb6c    DYNAMIC    gpon0/2:10-1
700     7858.60b3.4e89    DYNAMIC    gpon0/1:79-1
700     f898.efe0.9b2a    DYNAMIC    gpon0/9:28-1
Switch#
