PON_DESTINO,ZTE_ONU_ID,SN,PPPoE_USER,ONT_MODEL,ONT_MODE
0/1/1,11,ZTEGD6D13E31,dquintero,F670LV9.0,ROUTER
0/1/1,12,HWTC046FCE92,dmdewar,HG8546M,ROUTER
0/1/1,13,HWTC174ABF9B,rvcordoba,IC405WSG,ROUTER
0/1/1,14,HWTC26AE501E,rmaltamirano2,IC405WSG,ROUTER
0/1/1,15,HWTC2674961E,ciriarte,IC405WSG,ROUTER
0/1/1,16,HWTC065138A6,padambrosio,EG8141A5,ROUTER
0/1/1,17,HWTC87F30EB4,cgheredia,EG8021V5,BRIDGE
0/1/1,18,HWTC26584D1E,hldewar,IC405WSG,ROUTER
0/1/1,19,ZTEGD6D13DFF,mcordoba,F670LV9.0,ROUTER
0/1/1,20,HWTC17688F9B,jmoviedo2,IC405WSG,ROUTER
0/1/1,21,HWTC26CD141E,ceschneider,IC405WSG,ROUTER
0/1/1,22,HWTC2685B01E,mcuneo,IC405WSG,ROUTER
0/1/1,23,ZTEGD6D13F30,mcaltamirano,F670LV9.0,ROUTER
0/1/1,24,HWTC5C43949F,rvillalobo,EG8141A5,ROUTER
0/1/1,25,HWTCA5B0AF9B,faltamirano,EG8141A5,ROUTER
0/1/1,26,TPLGB5568820,iepardo,XN020-G3,ROUTER
0/1/1,27,HWTC340AA1A6,eaoyola,EG8141A5,ROUTER
0/1/1,28,HWTCF286759F,amettel1,EG8141A5,ROUTER
0/1/1,29,TPLG84DB5898,mdbustos,XC220-G3,ROUTER
0/1/1,30,HWTC1808B1A6,lavazques,EG8141A5,ROUTER
0/1/1,31,HWTC340AC1A6,mligorria3,EG8141A5,ROUTER
0/1/1,32,HWTC2694DD1E,seoyola,IC405WSG,ROUTER
0/1/1,33,TPLG84DB5DE8,laherrera,XC220-G3,ROUTER
0/1/1,34,HWTC2612D61E,agcastro,IC405WSG,ROUTER
0/1/1,35,HWTCDCB490B1,ippereyra,EG8021V5,BRIDGE
0/1/1,36,HWTCB34C009A,fnsalto,EG8141A5,ROUTER
0/1/1,37,HWTC340A93A6,meaguilera,EG8141A5,ROUTER
0/1/1,38,TPLGE7163A40,dgarrido,XC220-G3v,ROUTER
0/1/1,39,HWTC824CBC92,jfpereyra,IC410WSG,ROUTER
0/1/1,40,TPLG8BDDE51F,rjvillar,TX-6610,BRIDGE
0/1/1,41,HWTC180D3EA6,raolguin,EG8141A5,ROUTER
0/1/2,1,TPLGB5566988,municipalidad5,XN020-G3,ROUTER
0/1/2,2,HWTC26EE8B1E,mzubeldia,IC405WSG,ROUTER
0/1/2,3,TPLGB55682C0,ofaltamirano,XN020-G3,ROUTER
0/1/2,4,HWTCADA5D49F,darguello,EG8141A5,ROUTER
0/1/2,5,TPLG8BDDDC01,gromero6,TX-6610,BRIDGE
0/1/2,6,ZTEGD6D13D18,njllanososa,F670LV9.0,ROUTER
0/1/2,7,HWTC17056F9B,consejodlt,IC405WSG,ROUTER
0/1/2,8,HWTC0666F9A6,vpereyra,EG8141A5,ROUTER
0/1/2,9,ZTEGD6D13F09,mamaciel,F670LV9.0,ROUTER
0/1/2,10,ZTEGD6D1426C,dsasturain,F670LV9.0,ROUTER
0/1/2,11,HWTC340AC5A6,sbligorria,EG8141A5,ROUTER
0/1/2,12,HWTC5AD08F9B,yaavila,IC405WSG,ROUTER
0/1/2,13,HWTCAF66ADB1,sjdmartinez,EG8021V5,BRIDGE
0/1/2,14,HWTC26014F1E,ccminguillon,IC405WSG,ROUTER
0/1/2,16,HWTC266BA51E,afernandez3,IC405WSG,ROUTER
0/1/2,17,HWTC26B16B1E,mhmurua,IC405WSG,ROUTER
0/1/2,18,HWTC26038D1E,fdalmara,IC405WSG,ROUTER
0/1/2,19,HWTC263AD41E,dallende2,IC405WSG,ROUTER
0/1/2,20,ZTEGD6D153AB,memartinez,F670LV9.0,ROUTER
0/1/2,22,HWTC0ECB939F,ejpacho,EG8141A5,ROUTER
0/1/2,23,HWTC340803A6,rrvivas,EG8141A5,ROUTER
0/1/2,25,TPLGB55694C8,ngromero,XN020-G3,ROUTER
0/1/2,26,HWTC2634CC1E,dallende4,IC405WSG,ROUTER
0/1/2,27,HWTCB87CF39D,rhbarrionuevo,EG8141A5,ROUTER
0/1/2,28,HWTC266B621E,msanchez6,IC405WSG,ROUTER
0/1/2,29,HWTC17618F9B,comunalastapias,IC405WSG,ROUTER
0/1/2,30,HWTC065134A6,dislastapias,EG8141A5,ROUTER
0/1/2,31,TPLGB535172E,amfunes,TX-6610,BRIDGE
0/1/2,32,HWTC340AC8A6,mrdewar,EG8141A5,ROUTER
0/1/2,33,HWTC87F007B4,aaaltamirano,EG8021V5,BRIDGE
0/1/2,34,HWTC260FC61E,accsocial,IC405WSG,ROUTER
0/1/2,35,HWTCD578D89F,sbligorria2,EG8141A5,ROUTER
0/1/2,36,HWTC16C8BF9B,eaespindola,IC405WSG,ROUTER
0/1/2,37,HWTC26BB0C1E,mnsoria,IC405WSG,ROUTER
0/1/2,38,HWTC2655891E,amettel,IC405WSG,ROUTER
0/1/2,39,HWTC26B8671E,jligorria,IC405WSG,ROUTER
0/1/2,40,HWTC042D5E9F,mgranero,EG8141A5,ROUTER
0/1/3,1,HWTC3995F680,mmontes,HG8546M,ROUTER
0/1/3,2,HWTC2693161E,flligorria,IC405WSG,ROUTER
0/1/3,3,HWTC2614661E,dbortagaray,IC405WSG,ROUTER
0/1/3,4,HWTC26EC391E,nshermida,IC405WSG,ROUTER
0/1/3,5,HWTCCB7A629F,mgonzalez1,EG8141A5,ROUTER
0/1/3,6,HWTCA3A820B1,adbustos,EG8021V5,BRIDGE
0/1/3,7,HWTC6C42EC9F,ahgomez,EG8141A5,ROUTER
0/1/3,8,HWTC26895D1E,ajbarrionuevo,IC405WSG,ROUTER
0/1/3,9,HWTCAF6BAAB1,fheredia2,EG8021V5,BRIDGE
0/1/3,10,HWTC87EB96B4,jdtrivelli,EG8021V5,BRIDGE
0/1/3,11,HWTC2625DC1E,centrojubiladoslt,IC405WSG,ROUTER
0/1/3,12,HWTC17CE2F9B,gmaguilera,IC405WSG,ROUTER
0/1/3,13,ZTEGD6D15FAB,jaaguirre,F670LV9.0,ROUTER
0/1/3,14,HWTC2644A11E,aclopez1,IC405WSG,ROUTER
0/1/3,15,HWTC16ED3F9B,daaltamirano,IC405WSG,ROUTER
0/1/3,16,ZTEGD6D13EAB,pmpereyra,F670LV9.0,ROUTER
0/1/3,17,HWTC3810BE9D,agiglio,EG8141A5,ROUTER
0/1/3,18,HWTC2696A51E,ajruscitti,IC405WSG,ROUTER
0/1/3,19,ZTEGD2EE9F2C,caguilera2,F6600PV9.0.05,ROUTER
0/1/3,20,TPLGB5567910,mezalazar,XN020-G3,ROUTER
0/1/3,21,HWTC0465EC1E,emaltamirano2,IC455WDB,ROUTER
0/1/3,22,HWTC776D499D,cmmartinez,HS8545M5,ROUTER
0/1/3,24,HWTC91733BA6,edbracamonte,EG8141A5,ROUTER
0/1/3,25,TPLGB5569390,cahernandez,XN020-G3,ROUTER
0/1/3,26,TPLG84DB68C8,fdpatuzzi,XC220-G3,ROUTER
0/1/3,27,TPLGB5568E50,fmflores,XN020-G3,ROUTER
0/1/3,28,HWTC3ADA079D,emcalderon,HS8545M5,ROUTER
0/1/3,29,HWTC05B7C192,anieto1,HG8546M,ROUTER
0/1/4,1,ZTEGD6D16002,caltamirano2,F670LV9.0,ROUTER
0/1/4,2,HWTC26DA6A1E,igescudero,IC405WSG,ROUTER
0/1/4,3,ZTEGD2EE9E05,cmvillarreal,F6600PV9.0.05,ROUTER
0/1/4,4,HWTC041C1292,dmusso,HG8546M,ROUTER
0/1/4,5,HWTC87F281B4,dmvillegas1,EG8021V5,BRIDGE
0/1/4,6,ZTEGD6D16084,cevillarreal,F670LV9.0,ROUTER
0/1/4,7,ZTEGD6D13F59,ngaray,F670LV9.0,ROUTER
0/1/4,8,HWTC28CA919F,aavena,EG8141A5,ROUTER
0/1/4,9,HWTC61ACE39F,mrortiz,EG8141A5,ROUTER
0/1/4,10,HWTCDAD525B1,gaaltamirano,EG8021V5,BRIDGE
0/1/4,11,HWTC263E851E,wotazu,IC405WSG,ROUTER
0/1/4,12,ZTEGD6D161F8,fgvest,F670LV9.0,ROUTER
0/1/4,13,HWTCDAC756B1,ysmontoya,EG8021V5,BRIDGE
0/1/4,14,HWTC0A1A459F,pligorria2,EG8141A5,ROUTER
0/1/4,15,ZTEGD6D1E489,anbarraza,F670LV9.0,ROUTER
0/1/4,16,ZTEGD6D13D29,joaltamirano,F670LV9.0,ROUTER
0/1/4,17,HWTCDADC6BB1,rlmolina,EG8021V5,BRIDGE
0/1/4,18,TPLGE31A9BB5,rnmrojas,TX-6610,BRIDGE
0/1/4,19,HWTC87F167B4,rmsacuna,EG8021V5,BRIDGE
0/1/4,20,HWTC9173C4A6,bgimenez,EG8141A5,ROUTER
0/1/4,21,HWTC1085FAAB,smolina3,HG8245H5,ROUTER
0/1/4,22,HWTC04938392,nmmoreira,HG8546M,ROUTER
0/1/4,23,HWTC87EAE4B4,iscasana,EG8021V5,BRIDGE
0/1/4,24,TPLGB5569550,acanan,XN020-G3,ROUTER
0/1/4,25,TPLGB5566478,mjlucero,XN020-G3,ROUTER
0/1/4,26,TPLGB5567A20,clamonica,XN020-G3,ROUTER
0/1/4,27,TPLGA236EA90,sevillarreal,XN020-G3v,ROUTER
0/1/4,28,HWTCA3A31EB1,khgaray,EG8021V5,BRIDGE
0/1/4,29,HWTCCED8D69F,mescudero3,EG8141A5,ROUTER
0/1/4,30,HWTC5A6F8F9B,cvillarreal,IC405WSG,ROUTER
0/1/4,31,HWTC262F401E,lbaguilera,IC405WSG,ROUTER
0/1/4,32,HWTC04EEDA92,cazanchez,HG8546M,ROUTER
0/1/4,33,TPLG30C5A858,laltamirano,XC220-G3,ROUTER
0/1/4,34,TPLG4B2B0760,zriglesias,XN020-G3,ROUTER
0/1/4,35,HWTC17619F9B,nivillalobos,IC405WSG,ROUTER
0/1/4,36,TPLGB55689E8,ahalonso,XN020-G3,ROUTER
0/1/4,37,HWTC82985D92,ceolguin,IC410WSG,ROUTER
0/1/4,38,HWTC91738AA6,sgonzalez7,EG8141A5,ROUTER
0/1/4,39,HWTIFAB3B69F,fltello,EG8141A5,ROUTER
0/1/4,40,HWTC8AE027A6,ignanez,EG8141A5,ROUTER
0/1/4,41,ZTEGD6D13C8A,ysiriarte,F670LV9.0,ROUTER
0/1/4,42,HWTC82E19992,sbenitez,IC410WSG,ROUTER
0/1/4,43,HWTC18E0799F,gjherrera,HS8545M5,ROUTER
0/1/5,1,HWTC340AB5A6,optello,EG8141A5,ROUTER
0/1/5,2,TPLGE71635E0,edpereyra,XC220-G3v,ROUTER
0/1/5,3,HWTC06672CA6,emsandande,EG8141A5,ROUTER
0/1/5,4,HWTC261CE91E,vbazan1,IC405WSG,ROUTER
0/1/5,5,HWTCC96EBF9D,abo,EG8141A5,ROUTER
0/1/5,6,HWTC180852A6,mdoga,EG8141A5,ROUTER
0/1/5,7,HWTC87F279B4,niquiroga,EG8021V5,BRIDGE
0/1/5,8,HWTC17504F9B,adpereyra,IC405WSG,ROUTER
0/1/5,9,HWTC26F1AE1E,adurand,IC405WSG,ROUTER
0/1/5,10,HWTC8A1019A6,acravero,EG8141A5,ROUTER
0/1/5,11,HWTC26C6C01E,hfpereyra,IC405WSG,ROUTER
0/1/5,13,TPLG84DB5D78,olvallez,XC220-G3,ROUTER
0/1/5,14,HWTC027CC292,fddewar,HG8546M,ROUTER
0/1/5,15,HWTC058F2692,jbossi,HG8546M,ROUTER
0/1/5,16,HWTCEDBF96AA,encordoba,HG8245H5,ROUTER
0/1/5,17,TPLGCEF49B50,mdcceballos,XC220-G3v,ROUTER
0/1/5,18,TPLG8BDDE9B1,crlescano,TX-6610,BRIDGE
0/1/5,19,HWTC065ECBA6,mberezoski,EG8141A5,ROUTER
0/1/5,20,HWTCFD28489E,jcichello,HS8545M5,ROUTER
0/1/5,21,HWTC05B90592,jpbona,HG8546M,ROUTER
0/1/5,22,HWTC91713BA6,snlezcano,EG8141A5,ROUTER
0/1/5,23,TPLG8BDDE521,mdcordoba,TX-6610,BRIDGE
0/1/5,24,HWTC263F8E1E,gsveck,IC405WSG,ROUTER
0/1/5,25,HWTC4587CBB2,nsoria1,EG8021V5,BRIDGE
0/1/5,26,HWTCA3A5E0B1,mepereyra2,EG8021V5,BRIDGE
0/1/5,27,HWTC2627171E,gsiciliano,IC405WSG,ROUTER
0/1/5,28,HWTC2671DC1E,nrbazan,IC405WSG,ROUTER
0/1/6,1,HWTCA3A83FB1,mezapata1,EG8021V5,BRIDGE
0/1/6,2,HWTCB334599A,wavila,EG8141A5,ROUTER
0/1/6,3,HWTC82C84C92,aflores2,IC410WSG,ROUTER
0/1/6,4,HWTC181EAA9A,rssalguero,EG8141A5,ROUTER
0/1/6,5,HWTC82EE8492,sleon,IC410WSG,ROUTER
0/1/6,6,HWTC820F0892,nsmachuca,IC410WSG,ROUTER
0/1/6,7,TPLG84DB6D60,lmmaldonado,XC220-G3,ROUTER
0/1/6,8,HWTCAF5D4AB1,ptorihuela,EG8021V5,BRIDGE
0/1/6,9,HWTC59529C9F,albernal,EG8141A5,ROUTER
0/1/6,10,HWTC047F721E,dgperez,IC455WDB,ROUTER
0/1/6,11,HWTC8284BC92,mperez3,IC410WSG,ROUTER
0/1/6,12,TPLG8BDDE815,aasalguero,TX-6610,BRIDGE
0/1/6,13,HWTC820C7A92,mmferreyra,IC410WSG,ROUTER
0/1/6,15,ZTEGD6D13ED7,gvilla,F670LV9.0,ROUTER
0/1/6,16,HWTC2064E79D,dsguzman,EG8141A5,ROUTER
0/1/6,17,HWTC87EE3BB4,gecastro,EG8021V5,BRIDGE
0/1/6,18,TPLGB5568030,ahvillca,XN020-G3,ROUTER
0/1/6,19,HWTC8274B292,ldcsalguero,IC410WSG,ROUTER
0/1/6,20,TPLGE715F320,ajolmedo,XC220-G3v,ROUTER
0/1/6,21,HWTC5AC6BF9B,hturme,IC405WSG,ROUTER
