PON_DESTINO,ZTE_ONU_ID,SN,PPPoE_USER,ONT_MODEL,ONT_MODE
0/1/7,58,HWTC87F419B4,vfcasas,EG8021V5,BRIDGE
0/1/7,59,HWTC81AB209F,cmbecerra,EG8141A5,ROUTER
0/1/8,1,HWTC263E0E1E,mlsanchez5,IC405WSG,ROUTER
0/1/8,2,ZTEGD6D13EF9,pesanchez,F670LV9.0,ROUTER
0/1/8,3,HWTC26C9491E,mfoviedo,IC405WSG,ROUTER
0/1/8,5,HWTC26D3061E,oiguerrero,IC405WSG,ROUTER
0/1/8,6,HWTC82F57092,bramirez,IC410WSG,ROUTER
0/1/8,7,HWTC82863092,nperez,IC410WSG,ROUTER
0/1/8,8,HWTC8EBAE39F,dbenitez2,EG8141A5,ROUTER
0/1/8,9,HWTC2093F99D,ramoroso,EG8141A5,ROUTER
0/1/8,10,HWTC16ECCF9B,jarodriguez,IC405WSG,ROUTER
0/1/8,11,HWTC82AC3D92,elandriel,IC410WSG,ROUTER
0/1/8,12,HWTC26FD3D1E,larosadita,IC405WSG,ROUTER
0/1/8,13,HWTCC980479D,tgarguello,EG8141A5,ROUTER
0/1/8,14,HWTCA57B839B,ldiaz4,EG8141A5,ROUTER
0/1/8,15,HWTC258AABB4,etaltamirano,HG8546M,ROUTER
0/1/8,16,HWTC82F80B92,baguero1,IC410WSG,ROUTER
0/1/8,17,HWTC178E5F9B,mjperez,IC405WSG,ROUTER
0/1/8,18,HWTC8285C592,lperez,IC410WSG,ROUTER
0/1/8,19,HWTC823F7592,cjgomez,IC410WSG,ROUTER
0/1/8,20,HWTC20A45D9D,ggodoy,EG8141A5,ROUTER
0/1/8,21,HWTC82CC1092,mgmarino,IC410WSG,ROUTER
0/1/8,22,TPLGB5566A78,gromero7,XN020-G3,ROUTER
0/1/8,23,HWTC82389292,hagordillo,IC410WSG,ROUTER
0/1/8,24,HWTC20B9249D,padominguez,EG8141A5,ROUTER
0/1/8,27,HWTCA3727F9C,aestrada,EG8141A5,ROUTER
0/1/8,28,HWTC2638C81E,mvbarrionuevo,IC405WSG,ROUTER
0/1/8,29,HWTCCEB3459F,bamaya,EG8141A5,ROUTER
0/1/8,30,HWTC261E3E1E,ehidalgo,IC405WSG,ROUTER
0/1/8,31,HWTCA3A3E2B1,lasanchez,EG8021V5,BRIDGE
0/1/8,32,HWTC82C1AC92,cbenites,IC410WSG,ROUTER
0/1/8,33,HWTC1D72AE9A,gelagger,HG8546M,ROUTER
0/1/8,34,HWTC17813F9B,rcguerrero,IC405WSG,ROUTER
0/1/8,35,HWTCA570499B,ssosa,EG8141A5,ROUTER
0/1/8,37,HWTCA567049B,ncdominguez,EG8141A5,ROUTER
0/1/8,38,HWTC8AE3DDA6,vhroveres,EG8141A5,ROUTER
0/1/8,39,HWTC87EF64B4,lspereyra,EG8021V5,BRIDGE
0/1/8,40,HWTC260AF61E,ldebia,IC405WSG,ROUTER
0/1/8,42,HWTCB36DDC9A,paguerrero,EG8141A5,ROUTER
0/1/8,43,HWTC1965419B,amamaya,EG8141A5,ROUTER
0/1/8,44,HWTC2648671E,dbavera,IC405WSG,ROUTER
0/1/8,46,HWTC16E7FF9B,atlopez,IC405WSG,ROUTER
0/1/8,48,HWTC269E071E,rabalmaceda,IC405WSG,ROUTER
0/1/8,49,HWTC264C661E,npez,IC405WSG,ROUTER
0/1/8,50,HWTCA34A0E9C,meacevedo,EG8141A5,ROUTER
0/1/8,51,HWTC2691D41E,mdalaniz,IC405WSG,ROUTER
0/1/8,52,HWTC82F2A092,rsotelo2,IC410WSG,ROUTER
0/1/8,53,HWTC4D14CAAB,alpereyra2,HG8245H5,ROUTER
0/1/8,54,HWTC2686D61E,rolmedo,IC405WSG,ROUTER
0/1/8,55,HWTCB32E9E9A,famaya2,EG8141A5,ROUTER
0/1/8,56,HWTCD056219F,nddominguez,EG8141A5,ROUTER
0/1/8,57,HWTCA578F7B4,cbavera,EG8141A5,ROUTER
0/1/11,1,HWTC340B00A6,jrsarinski,EG8141A5,ROUTER
0/1/11,2,HWTC340928A6,apdiaz2,EG8141A5,ROUTER
0/1/11,4,HWTC82021992,radiaz,IC410WSG,ROUTER
0/1/11,5,HWTC2689681E,mrchavero,IC405WSG,ROUTER
0/1/11,6,HWTC26D14D1E,avgomez,IC405WSG,ROUTER
0/1/11,7,HWTC82560A92,pediaz,IC410WSG,ROUTER
0/1/11,8,HWTC340ACEA6,cdgonzales,EG8141A5,ROUTER
0/1/11,9,HWTC260E921E,jaligorria,IC405WSG,ROUTER
0/1/11,10,HWTC340A25A6,plopez,EG8141A5,ROUTER
0/1/11,11,HWTC26F1CD1E,lmbaigorria,IC405WSG,ROUTER
0/1/11,12,HWTC340A99A6,srligorria,EG8141A5,ROUTER
0/1/11,13,HWTC340A15A6,apdiaz1,EG8141A5,ROUTER
0/1/11,14,HWTC340AC6A6,fmfunes,EG8141A5,ROUTER
0/1/11,17,HWTC266F6C1E,rvbarrera,IC405WSG,ROUTER
0/1/11,20,HWTC82879392,dlsanchez,IC410WSG,ROUTER
0/1/11,25,HWTC26E9C41E,ammortiz,IC405WSG,ROUTER
0/1/11,26,HWTC829B0F92,aosterode,IC410WSG,ROUTER
0/1/11,27,HWTC82DDF7B4,cralaniz,EG8141A5,ROUTER
0/1/11,29,HWTC340A11A6,apdiaz3,EG8141A5,ROUTER
0/1/11,30,HWTCEF85099D,rsalas,HS8545M5,ROUTER
0/1/11,31,HWTC058A2C92,agcaceres,HG8546M,ROUTER
0/1/11,35,HWTC215559AB,oeoyola,HG8245H5,ROUTER
0/1/11,36,HWTC2655B61E,aldiaz,IC405WSG,ROUTER
0/1/11,37,HWTC066478A6,ipereyra,EG8141A5,ROUTER
0/1/11,38,HWTC8210A392,gosterode1,IC410WSG,ROUTER
0/1/11,39,HWTC7D531A9F,mromano,EG8141A5,ROUTER
0/1/11,40,HWTCA580F59B,sdcordoba,EG8141A5,ROUTER
0/1/11,41,HWTCA31AAC9C,angutierrez,HG8546M,ROUTER
0/1/11,42,ZTEGD6D13E7F,dsmercado,F670LV9.0,ROUTER
0/1/11,43,ZTEGD6D13D6B,ngdlgonzalez,F670LV9.0,ROUTER
0/1/11,44,TPLG30C56918,argarcia,XC220-G3,ROUTER
0/1/11,45,HWTCAF5C98B1,mtligorria,EG8021V5,BRIDGE
