PON_DESTINO,ZTE_ONU_ID,SN,PPPoE_USER,ONT_MODEL,ONT_MODE
0/1/1,75,HWTC04234E92,vlarocca,HS8145C,ROUTER
0/1/1,80,HWTC056B0B92,syrojo,HG8546M,ROUTER
0/1/2,26,HWTCB36DF79A,rdheredia,EG8141A5,ROUTER
0/1/3,23,HWTC025B3792,rochoa,HG8546M,ROUTER
0/1/5,75,ZTEGD6D13F25,smchattah,F670LV9.0,ROUTER
0/1/8,5,HWTC828FDC92,casosa,IC410WSG,ROUTER
0/1/8,7,HWTC2016259D,mialtamirano2,EG8141A5,ROUTER
0/1/8,38,TPLG30C58A00,mbhartvig,XC220-G3,ROUTER
0/1/12,4,HWTC82021992,radiaz,IC410WSG,ROUTER
